dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
1.3198464,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985
1.2980736,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881
1.337904,2,1,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239
1.2953952,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179
1.3096512,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642
1.348704,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0.0
1.2945312,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881
1.3131072,3,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642
1.3148352,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0.0
1.30032,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239
1.3563072,1,1,12,7,0,1,1,1,0.2,0.2576,0.69,0.0
1.31976,4,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343
1.3133664,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.194
1.3252896,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896
1.322352,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627
1.3045536,2,0,5,23,0,4,1,1,0.46,0.4545,0.41,0.194
1.3015296,2,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343
1.350432,4,1,10,2,0,3,1,1,0.38,0.3939,0.76,0.0
1.3505184,4,1,10,20,0,4,1,2,0.56,0.5303,0.68,0.2537
1.294704,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343
1.3334976,2,1,4,0,0,3,1,1,0.48,0.4697,0.48,0.0
1.34352,3,1,7,22,0,0,0,1,0.7,0.6515,0.7,0.1045
1.3147488,3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045
1.3164768,3,0,9,1,0,2,1,2,0.54,0.5152,0.88,0.1642
1.3216608,4,0,11,20,0,6,0,2,0.36,0.3636,0.57,0.1045
1.3166496,3,0,9,16,0,4,1,2,0.68,0.6364,0.74,0.1343
1.3051584,2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537
1.3187232,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343
1.30464,2,0,5,18,0,5,1,3,0.54,0.5152,0.52,0.3582
1.3250304,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537
1.352592,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239
1.2959136,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045
1.3023072,2,0,4,3,0,6,0,3,0.3,0.2879,1.0,0.2537
1.342656,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896
1.3019616,2,0,4,23,0,2,1,1,0.3,0.2879,0.49,0.2836
1.3490496,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0.0
1.3549248,4,1,12,10,0,6,0,2,0.4,0.4091,0.87,0.1343
1.3248576,1,0,12,18,1,1,0,1,0.32,0.3333,0.49,0.0896
1.3051584,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.194
1.35432,4,1,12,12,0,6,0,2,0.32,0.3333,0.81,0.0896
1.3038624,2,0,4,16,0,3,1,1,0.7,0.6515,0.7,0.3881
1.3498272,4,1,10,2,0,3,1,2,0.46,0.4545,0.88,0.0
1.3368672,2,1,5,1,0,0,0,2,0.54,0.5152,0.68,0.1343
1.3462848,3,1,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343
1.3486176,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239
1.3233888,4,0,12,2,0,5,1,1,0.24,0.2879,0.7,0.0
1.3455072,3,1,8,18,0,2,1,1,0.72,0.6667,0.54,0.2239
1.3151808,3,0,9,20,1,1,0,3,0.66,0.5909,0.94,0.2537
1.3555296,4,1,12,17,0,6,0,1,0.4,0.4091,0.5,0.2239
1.326672,1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881
1.3010112,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985
1.31976,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537
1.308528,2,0,6,8,0,1,1,3,0.56,0.5303,0.83,0.194
1.338336,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045
1.3092192,3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343
1.3185504,4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642
1.3568256,1,1,12,11,0,0,0,1,0.26,0.2273,0.41,0.4179
1.31976,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537
1.3542336,4,1,11,0,0,5,1,1,0.26,0.2576,0.7,0.1642
1.30032,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985
1.3043808,2,0,5,17,0,2,1,1,0.7,0.6515,0.54,0.4627
1.2995424,1,0,3,14,0,2,1,2,0.38,0.3939,0.2,0.0
1.3489632,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537
1.3142304,3,0,8,5,0,4,1,1,0.66,0.6061,0.83,0.4179
1.3375584,2,1,5,23,0,1,1,1,0.62,0.5909,0.73,0.2836
1.2971232,1,0,2,14,0,2,1,1,0.22,0.197,0.37,0.4179
1.2943584,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284
1.355616,4,1,12,10,0,0,0,2,0.36,0.3485,0.87,0.1343
1.3441248,3,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582
1.3401504,2,1,6,10,0,3,1,1,0.82,0.7727,0.52,0.1343
1.3086144,3,0,6,23,0,2,1,1,0.7,0.6667,0.74,0.1045
1.3294368,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985
1.348272,3,1,9,10,0,6,0,1,0.66,0.6212,0.65,0.3284
1.2980736,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179
1.332288,2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896
1.3087008,3,0,6,9,0,3,1,1,0.72,0.697,0.79,0.1642
1.3304736,1,1,2,0,0,3,1,1,0.32,0.3333,0.53,0.1045
1.3135392,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239
1.309392,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537
1.2965184,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0.0
1.3118976,3,0,7,23,0,5,1,1,0.78,0.7121,0.52,0.1045
1.3549248,4,1,12,2,0,6,0,2,0.36,0.3485,0.93,0.1343
1.333152,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343
1.318896,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343
1.3303008,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343
1.2972096,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642
1.3415328,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0
1.3043808,2,0,5,6,0,2,1,2,0.52,0.5,0.94,0.1642
1.30896,3,0,6,2,0,6,0,2,0.66,0.6212,0.5,0.194
1.3052448,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.194
1.3524192,4,1,11,3,0,5,1,1,0.32,0.2879,0.53,0.4179
1.3260672,1,1,1,22,0,1,1,2,0.2,0.2273,0.92,0.1045
1.3531104,4,1,11,21,0,6,0,2,0.32,0.3333,0.57,0.1045
1.30032,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642
1.32408,4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537
1.3505184,4,1,10,12,0,4,1,2,0.6,0.6212,0.53,0.2537
1.3447296,3,1,8,6,0,0,0,1,0.64,0.6061,0.65,0.1642
1.3453344,3,1,8,22,0,0,0,2,0.62,0.5909,0.78,0.1642
1.3519872,4,1,11,4,0,0,0,1,0.26,0.2727,0.65,0.1343
1.3417056,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0
1.298592,1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045
1.3411008,3,1,7,11,0,0,0,1,0.88,0.803,0.39,0.2239
1.3195872,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045
1.3334112,2,1,4,10,0,2,1,1,0.44,0.4394,0.33,0.0
1.3114656,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896
1.3186368,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045
1.3313376,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642
1.33056,1,1,3,4,0,4,1,1,0.48,0.4697,0.88,0.194
1.3433472,3,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582
1.3138848,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537
1.3259808,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343
1.3503456,4,1,10,11,0,2,1,1,0.5,0.4848,0.45,0.4179
1.2997152,1,0,3,22,0,4,1,2,0.34,0.3333,0.0,0.1343
1.3496544,4,1,10,2,1,1,0,1,0.34,0.3333,0.81,0.194
1.3010976,2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642
1.315008,3,0,9,13,0,6,0,1,0.7,0.6515,0.65,0.2239
1.3490496,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0.0
1.3418784,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239
1.350432,4,1,10,4,0,3,1,1,0.36,0.3636,0.81,0.0896
1.3258944,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045
1.3553568,4,1,12,5,0,4,1,2,0.26,0.2576,0.56,0.1642
1.3101696,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045
1.3494816,4,1,10,20,0,6,0,1,0.48,0.4697,0.55,0.2537
1.3230432,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343
1.3239936,4,0,12,1,0,5,1,1,0.5,0.4848,0.72,0.2239
1.3114656,3,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896
1.3375584,2,1,5,2,0,1,1,3,0.56,0.5303,0.94,0.2537
1.3433472,3,1,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045
1.3165632,3,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1045
1.3252032,1,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194
1.3481856,3,1,9,6,0,5,1,1,0.5,0.4848,0.77,0.0896
1.2958272,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194
1.3163904,3,0,9,3,0,1,1,2,0.5,0.4848,0.77,0.1343
1.3075776,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045
1.3371264,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.194
1.3290912,1,1,2,15,0,1,1,1,0.36,0.3485,0.27,0.1343
1.3118112,3,0,7,19,0,4,1,1,0.82,0.803,0.59,0.194
1.337472,2,1,5,13,0,0,0,1,0.7,0.6364,0.37,0.2836
1.3203648,4,0,11,5,0,5,1,2,0.38,0.3939,0.87,0.0
1.3313376,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284
1.355184,4,1,12,17,0,2,1,1,0.32,0.303,0.53,0.2239
1.3160448,3,0,9,7,0,4,1,2,0.62,0.5909,0.78,0.194
1.3471488,3,1,9,23,0,0,0,1,0.56,0.5303,0.52,0.2836
1.3012704,2,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836
1.3310784,1,1,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985
1.3352256,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343
1.3294368,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582
1.3437792,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1343
1.297728,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0.0
1.307664,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0.0
1.3220064,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194
1.3326336,2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343
1.303776,2,0,4,12,0,2,1,1,0.7,0.6515,0.61,0.4179
1.34352,3,1,7,1,0,0,0,1,0.66,0.6061,0.83,0.1045
1.3291776,1,1,2,4,0,2,1,2,0.26,0.2727,0.65,0.1045
1.3385088,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239
1.2991104,1,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045
1.3192416,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0.0
1.3004928,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179
1.3052448,2,0,5,11,0,5,1,2,0.52,0.5,0.83,0.1642
1.3433472,3,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239
1.3175136,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537
1.3510368,4,1,10,3,0,3,1,1,0.5,0.4848,0.77,0.0896
1.317168,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896
1.3382496,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343
1.3028256,2,0,4,2,1,5,0,1,0.4,0.4091,0.76,0.0
1.3368672,2,1,5,17,0,0,0,1,0.7,0.6364,0.45,0.4179
1.3254624,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239
1.3449024,3,1,8,2,0,2,1,2,0.68,0.6364,0.83,0.194
1.3282272,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343
1.3096512,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507
1.3481856,3,1,9,23,0,5,1,1,0.6,0.5909,0.73,0.3284
1.3254624,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881
1.3051584,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0.0
1.3533696,4,1,11,5,0,2,1,2,0.34,0.3333,0.66,0.1343
1.3125024,3,0,8,9,0,5,1,1,0.72,0.6667,0.58,0.1045
1.3231296,4,0,12,22,0,2,1,3,0.46,0.4545,1.0,0.1642
1.3306464,1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836
1.3429152,3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896
1.3060224,2,0,5,7,0,0,0,1,0.54,0.5152,0.88,0.1045
1.3106016,3,0,7,4,0,4,1,1,0.62,0.6212,0.53,0.2537
1.3093056,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194
1.3053312,2,0,5,2,0,6,0,2,0.5,0.4848,0.88,0.1343
1.3071456,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343
1.3188096,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537
1.3503456,4,1,10,7,0,2,1,1,0.42,0.4242,0.67,0.0896
1.3137984,3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0.0
1.3214016,4,0,11,11,0,3,1,3,0.46,0.4545,0.94,0.0896
1.3222656,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045
1.353024,4,1,11,13,0,5,1,1,0.42,0.4242,0.38,0.194
1.3252896,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642
1.3397184,2,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642
1.3365216,2,1,5,13,0,3,1,2,0.64,0.6212,0.53,0.2537
1.3122432,3,0,8,22,0,2,1,2,0.78,0.7424,0.59,0.1642
1.295568,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582
1.3189824,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537
1.35216,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343
1.3084416,2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045
1.3398048,2,1,6,5,0,6,0,1,0.54,0.5152,0.68,0.1045
1.318032,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045
1.3398912,2,1,6,21,0,0,0,1,0.62,0.6212,0.57,0.194
1.3004928,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179
1.3004064,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343
1.3371264,2,1,5,16,0,3,1,1,0.72,0.6515,0.45,0.1045
1.3021344,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642
1.354752,4,1,12,8,0,4,1,1,0.22,0.2121,0.51,0.2985
1.3195872,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642
1.3000608,1,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343
1.3017024,2,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045
1.3321152,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343
1.3386816,2,1,6,21,0,0,0,1,0.62,0.6212,0.43,0.1642
1.3264128,1,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925
1.3189824,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582
1.3006656,2,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284
1.3040352,2,0,4,20,0,5,1,1,0.48,0.4697,0.48,0.2239
1.3170816,4,0,9,11,0,2,1,2,0.66,0.5909,0.89,0.1045
1.3246848,1,0,12,19,0,6,0,1,0.3,0.3182,0.52,0.0896
1.3126752,3,0,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239
1.3480992,3,1,9,10,0,4,1,1,0.58,0.5455,0.53,0.0896
1.337472,2,1,5,5,0,0,0,1,0.5,0.4848,0.72,0.1045
1.3009248,2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985
1.3493952,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0.0
1.3126752,3,0,8,21,0,0,0,1,0.72,0.7121,0.84,0.1045
1.3106016,3,0,7,15,0,4,1,1,0.76,0.6667,0.33,0.2985
1.3048992,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896
1.325376,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642
1.3083552,2,0,6,15,0,6,0,2,0.82,0.7576,0.46,0.1343
1.3112928,3,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045
1.3177728,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642
1.3282272,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239
1.3101696,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642
1.3264128,1,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642
1.309392,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343
1.3256352,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896
1.3149216,3,0,9,18,0,5,1,2,0.68,0.6364,0.65,0.194
1.3048992,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836
1.3031712,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239
1.312416,3,0,8,9,0,4,1,1,0.72,0.697,0.74,0.3284
1.3252032,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0.0
1.3242528,4,0,12,12,0,1,1,1,0.3,0.2727,0.61,0.3284
1.307232,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0
1.3494816,4,1,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224
1.3546656,4,1,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836
1.2980736,1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119
1.327536,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896
1.2991104,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194
1.3510368,4,1,10,6,0,3,1,1,0.48,0.4697,0.82,0.1045
1.2999744,1,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985
1.3022208,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642
1.3248576,1,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985
1.3337568,2,1,4,10,0,6,0,1,0.42,0.4242,0.28,0.2537
1.2953088,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0
1.3061088,2,0,5,1,0,1,1,1,0.56,0.5303,0.88,0.1045
1.336176,2,1,5,17,0,6,0,2,0.68,0.6364,0.65,0.2985
1.2987648,1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642
1.2996288,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881
1.3345344,2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343
1.330128,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284
1.3166496,3,0,9,2,0,4,1,2,0.6,0.5152,0.94,0.1045
1.3372128,2,1,5,14,0,4,1,1,0.64,0.6212,0.38,0.194
1.348272,3,1,9,13,0,6,0,1,0.74,0.6667,0.51,0.3582
1.315872,3,0,9,0,0,2,1,1,0.6,0.5455,0.88,0.1045
1.3125888,3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284
1.3480992,3,1,9,1,0,4,1,1,0.46,0.4545,0.72,0.1045
1.3170816,4,0,9,14,0,2,1,2,0.68,0.6364,0.79,0.1045
1.3041216,2,0,4,8,0,6,0,1,0.4,0.4091,0.54,0.2985
1.29384,1,0,1,21,0,6,0,2,0.4,0.4091,0.87,0.194
1.3552704,4,1,12,4,0,3,1,1,0.26,0.303,0.6,0.0
1.3378176,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284
1.3324608,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896
1.3006656,2,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881
1.331424,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896
1.331856,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896
1.3077504,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642
1.3080096,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582
1.321488,4,0,11,1,0,4,1,2,0.42,0.4242,0.82,0.1642
1.3001472,1,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.194
1.3087872,3,0,6,2,0,4,1,1,0.72,0.697,0.74,0.2239
1.3371264,2,1,5,17,0,3,1,1,0.72,0.6667,0.51,0.194
1.3131072,3,0,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343
1.2948768,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343
1.3323744,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896
1.3090464,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0.0
1.330992,1,1,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045
1.2956544,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239
1.3058496,2,0,5,5,0,5,1,1,0.44,0.4394,0.94,0.1045
1.3493952,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0.0
1.2944448,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896
1.2998016,1,0,3,17,0,5,1,1,0.34,0.3182,0.49,0.2239
1.323216,4,0,12,9,0,3,1,3,0.44,0.4394,1.0,0.2537
1.34136,3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239
1.3423104,3,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343
1.3343616,2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045
1.3315104,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194
1.3407552,3,1,6,12,0,3,1,1,0.76,0.6667,0.29,0.2985
1.3506912,4,1,10,10,0,6,0,1,0.52,0.5,0.52,0.1343
1.3429152,3,1,7,22,0,0,0,1,0.7,0.6667,0.74,0.194
1.3185504,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194
1.35216,4,1,11,6,0,2,1,1,0.22,0.2273,0.69,0.1343
1.3316832,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896
1.314144,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896
1.333584,2,1,4,3,0,4,1,1,0.42,0.4242,0.41,0.2985
1.2995424,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239
1.300752,2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045
1.3375584,2,1,5,11,0,1,1,2,0.6,0.5606,0.83,0.1642
1.3017888,2,0,4,11,0,0,0,1,0.42,0.4242,0.41,0.2537
1.3057632,2,0,5,6,0,4,1,2,0.5,0.4848,0.94,0.0
1.3480128,3,1,9,23,0,3,1,1,0.48,0.4697,0.67,0.0896
1.3205376,4,0,11,23,0,0,0,1,0.34,0.3485,0.87,0.0896
1.3553568,4,1,12,0,0,4,1,2,0.28,0.2727,0.52,0.2239
1.330128,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985
1.305072,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896
1.3446432,3,1,8,12,0,6,0,1,0.76,0.7121,0.58,0.2239
1.3129344,3,0,8,19,0,3,1,1,0.8,0.697,0.26,0.2537
1.3176864,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343
1.3018752,2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627
1.30464,2,0,5,3,0,5,1,1,0.36,0.3636,0.71,0.1045
1.2939264,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537
1.3382496,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0.0
1.3074912,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239
1.3252896,1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194
1.3019616,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627
1.2944448,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582
1.3389408,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0
1.3213152,4,0,11,13,0,2,1,3,0.54,0.5152,0.6,0.2239
1.3237344,4,0,12,20,0,2,1,1,0.32,0.3182,0.49,0.1642
1.2988512,1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985
1.3493952,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0.0
1.3051584,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985
1.297728,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627
1.3423968,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896
1.327104,1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881
1.3017024,2,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343
1.3339296,2,1,4,21,0,1,1,3,0.48,0.4697,0.41,0.4179
1.3528512,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343
1.3053312,2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239
1.3500864,4,1,10,17,0,6,0,1,0.46,0.4545,0.38,0.1642
1.3545792,4,1,12,7,0,2,1,1,0.42,0.4242,0.88,0.1343
1.302048,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985
1.3135392,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.0
1.308096,2,0,6,22,0,3,1,1,0.62,0.6212,0.5,0.1045
1.3558752,4,1,12,2,0,3,1,1,0.28,0.303,0.65,0.0896
1.3368672,2,1,5,11,0,0,0,1,0.62,0.6212,0.57,0.2537
1.3512096,4,1,10,23,0,5,1,1,0.52,0.5,0.83,0.1642
1.3427424,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985
1.3359168,2,1,5,11,0,3,1,2,0.58,0.5455,0.81,0.1343
1.350864,4,1,10,9,0,1,1,1,0.46,0.4545,0.63,0.0896
1.3017888,2,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239
1.3401504,2,1,6,21,0,3,1,1,0.84,0.7576,0.44,0.0896
1.3414464,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239
1.2967776,1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642
1.343088,3,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985
1.320624,4,0,11,15,0,1,1,1,0.56,0.5303,0.37,0.1045
